image_name,image_type,levels_of_scale,strong_centers,boundaries,alternating_repetition,positive_space,good_shape,local_symmetries,deep_interlock_and_ambiguity,contrast,gradients,roughness,echoes,the_void,simplicity_and_inner_calm,not_separateness
1136.jpg,landscape,8,6,7,5,7,7,4,6,7,9,9,8,7,8,9
1138.jpg,landscape,8,6,7,5,7,8,4,6,7,9,9,8,8,9,9
1139.jpg,landscape,6,5,4,3,7,6,3,4,4,8,8,7,8,9,9
1140.jpg,landscape,8,7,6,5,7,8,4,7,6,9,9,8,8,9,9
1141.jpg,landscape,7,4,5,6,6,7,3,8,6,9,9,7,5,8,9
1143.jpg,landscape,8,6,7,5,8,9,4,8,9,9,9,7,7,8,9
1145.jpg,landscape,7,6,5,4,6,6,3,7,6,8,8,5,7,8,9
1146.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,8,8,9,9
1149.jpg,landscape,8,7,6,5,7,8,4,7,6,9,9,8,8,8,9
1150.jpg,landscape,4,3,5,6,4,4,6,3,7,3,2,5,3,3,2
1166.jpg,landscape,8,6,7,5,7,6,4,7,8,9,9,7,8,8,9
1168.jpg,landscape,8,7,6,5,7,8,4,6,6,9,9,7,8,9,9
1169.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,8,8,9,9
1173.jpg,landscape,8,6,7,5,7,8,4,6,6,9,8,7,8,9,9
1175.jpg,landscape,8,6,7,5,8,7,4,6,7,8,8,7,8,9,9
1181.jpg,landscape,7,8,9,4,8,7,6,7,8,8,7,6,9,9,8
1186.jpg,landscape,7,4,6,3,4,5,2,8,8,7,9,6,5,3,7
1192.jpg,landscape,7,5,6,4,6,7,3,7,6,8,9,6,7,8,9
1197.jpg,landscape,6,4,5,3,7,6,3,5,6,8,8,7,8,8,9
1201.jpg,landscape,6,4,5,7,6,5,6,4,6,8,7,8,7,7,8
1208.jpg,landscape,4,5,6,7,5,4,6,6,7,8,8,6,7,8,7
1229.jpg,landscape,4,3,5,2,3,2,2,2,6,7,6,3,7,5,4
1230.jpg,landscape,8,6,7,5,7,8,4,7,8,9,9,7,6,8,9
1232.jpg,landscape,7,8,6,9,5,7,4,6,8,7,8,9,6,5,7
1238.jpg,landscape,4,6,5,3,4,5,6,3,7,6,5,4,6,5,4
1241.jpg,landscape,6,7,8,5,7,6,7,6,7,8,8,7,6,8,9
1242.jpg,landscape,8,7,8,6,7,8,5,9,7,9,9,8,6,8,9
1243.jpg,landscape,6,8,4,3,7,6,5,4,7,8,9,5,8,9,8
1256.jpg,landscape,6,5,7,4,8,7,3,6,6,8,7,6,9,9,8
1265.jpg,landscape,4,3,5,6,4,5,3,2,3,7,8,6,8,7,8
1268.jpg,landscape,8,7,6,5,7,8,4,6,6,9,8,7,8,9,9
1273.jpg,landscape,6,4,7,5,7,6,3,5,6,8,7,6,8,8,9
1281.jpg,landscape,4,3,6,2,7,5,2,3,5,8,6,4,8,9,8
1289.jpg,landscape,6,4,7,5,7,6,5,6,7,8,8,7,8,8,9
1307.jpg,landscape,8,9,7,6,7,8,7,6,8,8,9,7,8,9,8
1319.jpg,landscape,6,7,8,5,6,7,6,4,5,7,8,5,7,8,8
1321.jpg,landscape,7,5,8,4,6,7,3,6,7,8,8,6,8,8,9
1335.jpg,landscape,6,7,5,3,4,3,2,4,8,7,8,5,7,6,4
1346.jpg,landscape,7,6,8,5,7,6,4,6,7,8,9,7,8,8,9
1348.jpg,landscape,8,7,6,5,7,8,4,8,6,9,9,7,5,8,9
1350.jpg,landscape,8,7,8,6,8,7,5,7,6,9,8,7,8,9,9
1357.jpg,landscape,8,6,7,5,7,6,4,8,7,8,9,6,5,6,8
1359.jpg,landscape,7,8,9,6,8,7,5,7,8,9,8,7,9,9,9
1364.jpg,landscape,8,7,6,5,7,8,4,7,8,9,9,8,6,8,9
1379.jpg,landscape,8,6,7,7,8,7,5,8,8,9,9,8,7,8,9
1384.jpg,landscape,7,6,8,5,8,7,4,8,6,9,8,7,8,9,9
1386.jpg,landscape,7,6,8,8,7,6,4,7,7,8,8,7,6,8,9
1390.jpg,landscape,8,7,9,6,8,8,5,9,9,8,9,7,8,8,9
1391.jpg,landscape,8,7,8,5,7,8,4,6,7,9,9,7,8,8,9
1407.jpg,landscape,8,6,7,5,7,7,4,6,7,8,8,6,7,8,9
1410.jpg,landscape,8,7,8,6,7,7,5,6,8,9,8,7,8,9,9
1412.jpg,landscape,7,6,8,5,7,6,5,4,8,8,8,6,8,8,9
1413.jpg,landscape,6,4,5,3,7,8,3,5,6,8,7,6,8,9,8
1416.jpg,landscape,7,6,8,5,7,7,4,6,7,8,8,6,8,8,9
1434.jpg,landscape,8,6,7,5,7,6,4,6,7,8,8,7,6,8,9
1449.jpg,landscape,8,7,8,6,7,7,5,8,7,9,9,7,8,8,9
1462.jpg,landscape,8,6,7,5,7,6,4,6,7,8,8,7,8,8,9
1465.jpg,landscape,8,7,8,6,8,7,5,9,7,9,9,8,6,8,9
1481.jpg,landscape,8,7,8,6,8,7,5,9,7,9,9,8,8,9,9
1482.jpg,landscape,8,7,8,6,8,7,5,7,7,9,8,7,6,9,9
1483.jpg,landscape,8,6,7,5,7,8,4,7,6,9,9,8,8,9,9
1484.jpg,landscape,7,6,8,5,7,8,4,6,7,9,9,8,8,8,9
1490.jpg,landscape,7,5,6,4,7,8,3,6,7,8,9,7,8,8,9
1491.jpg,landscape,6,4,5,3,6,7,3,7,8,8,9,7,5,7,8
1498.jpg,landscape,8,6,7,5,7,8,4,7,8,9,9,8,8,9,9
1502.jpg,landscape,6,7,5,4,8,7,5,3,6,8,6,7,9,9,8
1509.jpg,landscape,6,5,7,6,6,5,4,5,6,7,8,7,6,7,8
1538.jpg,landscape,7,6,5,4,7,8,3,6,7,9,9,8,8,9,9
1539.jpg,landscape,8,6,7,5,7,8,4,6,8,9,9,7,8,8,9
1541.jpg,landscape,8,7,8,6,7,8,5,7,8,9,9,8,6,8,9
1544.jpg,landscape,8,7,8,6,8,7,5,9,9,8,9,7,8,8,9
1546.jpg,landscape,7,6,8,4,6,7,3,5,7,8,9,6,7,8,8
1551.jpg,landscape,6,7,8,5,6,6,7,5,6,7,8,6,7,7,8
1561.jpg,landscape,8,6,7,5,7,6,4,8,8,9,9,7,6,7,8
1570.jpg,landscape,8,6,7,5,7,8,6,7,6,9,9,8,5,8,9
1574.jpg,landscape,7,6,8,5,7,8,4,6,7,9,9,8,8,9,9
1578.jpg,landscape,8,6,7,5,7,6,4,7,8,9,9,7,8,8,9
1579.jpg,landscape,8,7,6,5,7,8,4,6,7,8,9,7,6,8,9
1581.jpg,landscape,7,6,5,4,8,7,3,5,6,8,7,6,8,9,9
1588.jpg,landscape,8,7,6,4,7,8,3,6,7,9,9,8,8,9,9
1590.jpg,landscape,6,5,7,4,7,6,3,5,8,8,8,6,8,9,8
1595.jpg,landscape,8,6,7,5,7,6,4,7,8,8,9,7,8,8,9
1604.jpg,landscape,7,8,7,5,8,7,6,8,7,8,9,7,8,9,9
1606.jpg,landscape,7,6,7,5,6,6,4,6,7,8,8,6,7,8,8
1613.jpg,landscape,8,7,6,5,7,6,4,6,7,8,8,6,8,8,9
1619.jpg,landscape,8,7,8,6,8,7,9,8,8,9,8,9,8,9,9
1639.jpg,landscape,6,7,5,4,7,8,3,4,6,8,8,7,8,9,9
1642.jpg,landscape,7,5,8,6,8,7,4,6,7,9,8,7,8,9,9
1647.jpg,landscape,4,6,7,3,4,3,5,2,6,5,6,4,7,4,3
1663.jpg,landscape,8,7,8,6,7,8,5,7,8,9,9,7,8,9,9
1669.jpg,landscape,8,9,7,6,7,8,5,9,8,8,9,7,6,7,9
1693.jpg,landscape,4,6,5,3,5,4,5,3,6,7,8,4,8,6,7
1702.jpg,landscape,8,7,9,6,8,8,5,9,8,7,9,7,8,8,9
1705.jpg,landscape,8,7,6,5,7,8,4,6,7,9,9,7,8,9,9
1708.jpg,landscape,7,6,8,7,6,5,6,5,8,9,8,7,7,8,9
1711.jpg,landscape,8,7,8,6,8,7,6,7,8,9,8,7,8,9,9
1714.jpg,landscape,8,7,9,6,8,8,5,8,8,9,9,7,7,8,9
1752.jpg,landscape,7,6,5,4,6,7,3,6,8,8,9,7,8,8,9
1757.jpg,landscape,8,7,6,5,7,8,4,6,5,9,9,7,8,9,9
1761.jpg,landscape,8,6,7,5,7,8,4,6,7,9,9,8,8,9,9
1762.jpg,landscape,8,7,6,5,7,6,4,8,8,9,9,7,6,7,9
1764.jpg,landscape,8,7,8,5,8,7,4,7,8,9,9,6,8,9,9
1766.jpg,landscape,8,7,6,5,7,8,4,6,8,9,9,7,8,9,9
1769.jpg,landscape,8,7,8,5,7,8,4,6,7,9,9,7,8,9,9
